sex,age,foreigner,score
0,35,1,1.410609971320716
0,39,1,1.3936459089321414
1,30,1,1.38622413163714
0,29,1,1.3830433699392823
0,53,1,1.3685532333157082
1,23,1,1.3664327255171362
0,36,1,1.337452452269988
0,34,1,1.3264964953107004
0,36,1,1.3070585071571252
0,35,1,1.3042311634256962
0,29,1,1.2823192495071205
0,63,1,1.2734838003464046
0,55,1,1.2724235464471187
0,46,1,1.2618210074542597
0,34,1,1.2614675894878309
1,31,1,1.2409693474349701
0,68,1,1.2310736443749681
0,36,1,1.2289531365763964
0,45,1,1.2271860467442532
0,38,1,1.2141095819863936
0,34,1,1.1861895626385313
0,75,1,1.1812417111085303
0,24,1,1.1716994260149571
0,29,1,1.1685186643170993
0,21,1,1.1653379026192416
0,34,1,1.1632173948206699
0,60,1,1.1282290161442348
0,52,1,1.1254016724128055
0,39,1,1.1246948364799483
1,59,1,1.121160656815662
1,44,1,1.113385461554232
0,33,1,1.1070239381585165
0,41,1,1.0911201296692277
0,31,1,1.0911201296692277
0,46,1,1.090766711702799
0,42,1,1.0794573367770828
0,36,1,1.0766299930456535
0,41,1,1.0755697391463677
0,27,1,1.0745094852470818
0,33,1,1.073449231347796
0,28,1,1.0550714970935067
0,50,1,1.0533044072613635
1,23,1,1.0494168096306487
0,44,1,1.0349266730070745
0,24,1,1.0331595831749312
0,28,1,1.0306856574099308
1,58,1,1.0243241340142153
0,31,1,1.0165489387527853
0,31,1,1.0116010872227843
0,32,1,0.9886289194049229
0,33,1,0.987568665505637
0,27,1,0.9695443492177765
1,22,1,0.9561144664934883
1,41,1,0.955407630560631
0,30,1,0.9543473766613451
0,38,1,0.9504597790306301
1,44,1,0.9437448376684859
0,24,1,0.9158248183206236
0,30,1,0.9154714003541949
0,35,1,0.9133508925556232
0,34,1,0.8985073379656203
0,27,1,0.894973158301334
0,49,1,0.8903787247377617
1,25,1,0.8857842911741894
0,31,1,0.8776556779463308
1,24,1,0.8737680803156158
0,38,1,0.8670531389534717
0,24,1,0.8387797016391807
0,25,1,0.7914216941377432
0,44,1,0.790714858204886
0,42,1,0.7903614402384573
1,26,1,0.7631482568234522
0,40,1,0.7539593896963077
0,28,1,0.7465376124013063
1,35,1,0.7228586086505876
0,36,1,0.7164970852548721
0,50,1,0.7150834133891576
0,26,1,0.6974125150677257
0,28,1,0.6956454252355825
0,48,1,0.6797416167462939
0,29,1,0.6790347808134366
0,25,1,0.665958316055577
0,33,1,0.6645446441898624
1,30,1,0.6539421051970032
0,26,1,0.6535886872305746
1,74,1,0.6525284333312887
0,47,1,0.6468737458684305
1,42,1,0.6419258943384296
1,59,1,0.6242549960169977
1,29,1,0.6108251132927095
0,25,1,0.5935076329377063
0,53,1,0.5652341956234153
0,33,1,0.5634671057912721
0,43,1,0.5521577308655558
0,31,1,0.5468564613691261
0,56,1,0.5468564613691261
1,24,1,0.5465030434026975
0,26,1,0.545089371536983
1,30,1,0.5429688637384111
0,25,1,0.5288321450812656
0,51,1,0.5263582193162651
1,25,1,0.5178761881219779
0,37,1,0.5097475748941193
0,32,1,0.504092887431261
0,44,1,0.504092887431261
0,35,1,0.4977313640355456
1,20,1,0.4913698406398301
0,30,1,0.48642198910982914
0,24,1,0.48076730164697096
0,40,1,0.47440577825125546
0,27,1,0.46839767282196865
1,32,1,0.46663058298982546
0,54,1,0.46627716502339683
0,32,1,0.4659237470569682
0,32,1,0.4648634931576823
1,26,1,0.4471925948362504
0,32,1,0.44401183313839265
0,74,1,0.4433049972055354
0,31,1,0.43058195041410446
0,26,1,0.4252806809176749
0,30,1,0.4231601731191031
1,34,1,0.42209991921981715
0,33,1,0.41185079819338666
0,26,1,0.3952401537712407
0,35,1,0.38993888427481116
1,48,1,0.3821636890133811
1,24,1,0.3747419117183797
0,40,1,0.36166544696052016
1,23,1,0.3602517750948056
1,26,1,0.35919152119551967
0,26,1,0.3556573415312333
1,24,1,0.35318341576623286
0,28,1,0.34752872830337467
0,36,1,0.343287712706231
1,28,1,0.3383398611762301
0,26,1,0.33692618931051554
0,28,1,0.3174882011569405
0,36,1,0.3136006035262255
0,35,1,0.31077325979479636
0,42,1,0.30971300589551043
0,27,1,0.30653224419765274
1,28,1,0.2976967950369368
0,23,1,0.2973433770705081
0,43,1,0.27861222484979037
0,36,1,0.27861222484979037
0,43,1,0.2726041194205035
0,27,1,0.2648289241590735
0,45,1,0.2612947444947871
0,41,1,0.25952765466264394
1,29,1,0.25846740076335806
0,34,1,0.2513990414347853
0,35,1,0.2489251156697848
1,25,1,0.2478648617704989
0,30,1,0.246804607871213
1,33,1,0.24433068210621253
0,22,1,0.2439772641397839
0,46,1,0.24221017430764072
1,29,1,0.24008966650906888
0,38,1,0.2354952329454966
0,37,1,0.23514181497906797
0,23,1,0.23196105328121022
0,40,1,0.2316076353147816
0,36,1,0.22913370954978113
0,36,1,0.2195914244562079
0,37,1,0.214643572926207
0,34,1,0.21181622919477788
1,41,1,0.21146281122834926
1,67,1,0.2100491393626347
0,40,1,0.20934230342977744
0,32,1,0.2089888854633488
1,45,1,0.20404103393334788
0,27,1,0.20262736206763332
0,22,1,0.2005068542690615
0,64,1,0.19343849494048876
1,42,1,0.1930850769740601
1,23,1,0.18743038951120192
0,50,1,0.17859494035048598
0,35,1,0.17718126848477142
0,24,0,0.17329367085405642
1,62,1,0.1722334169547705
1,23,1,0.17187999898834186
1,26,1,0.1694060732233414
0,27,1,0.16021720609619683
0,49,1,0.13971896404333586
1,28,1,0.13759845624476405
0,37,1,0.13689162031190677
0,27,1,0.1344176945469063
1,22,1,0.1315903508154772
0,31,1,0.13017667894976265
1,27,1,0.12911642505047674
1,22,0,0.12770275318476218
0,37,1,0.12770275318476218
1,27,1,0.12770275318476218
1,57,1,0.12699591725190493
0,31,1,0.12416857352047582
0,20,1,0.12381515555404718
1,37,1,0.11957413995690352
0,28,1,0.11922072199047488
0,28,1,0.11922072199047488
0,47,1,0.1174536321583317
1,26,1,0.11533312435975988
0,30,1,0.1135660345276167
0,40,1,0.11038527282975896
1,46,1,0.11038527282975896
0,29,1,0.10861818299761578
1,23,1,0.10296349553475757
0,26,0,0.10261007756832893
1,54,1,0.1022566596019003
0,27,1,0.09978273383689984
0,37,1,0.09907589790404256
0,37,1,0.09766222603832801
0,29,1,0.09730880807189937
0,38,1,0.08599943314618297
0,45,1,0.08564601517975434
1,25,1,0.0824652534818966
0,34,1,0.08211183551546797
0,26,1,0.08069816364975341
1,23,1,0.0768105660190384
1,29,1,0.07645714805260977
0,44,1,0.07362980432118066
0,42,1,0.06691486295903655
1,21,1,0.06267384736189291
1,35,1,0.05772599583189198
0,31,1,0.05666574193260607
0,74,1,0.055958905999748794
0,27,1,0.05242472633546242
0,47,1,0.051717890402605146
0,26,1,0.049243964637604686
0,65,1,0.049243964637604686
0,37,1,0.04252902327546057
0,39,0,0.039701679544031476
0,35,1,0.037227753779031016
0,31,1,0.03546066394688783
0,44,1,0.03369357411474464
1,37,1,0.031573066316172814
0,23,1,0.031573066316172814
1,28,1,0.031573066316172814
0,51,1,0.029805976484029627
1,29,1,0.029099140551172353
0,30,1,0.027332050719029166
0,39,1,0.026978632752600526
0,28,1,0.022030781222599605
0,42,1,0.017436347659027317
0,36,1,0.0008257032368813592
0,39,1,-0.0030618943938336522
1,33,1,-0.011190507621692313
0,26,1,-0.012250761520978225
1,23,1,-0.013311015420264137
0,38,1,-0.017905448983836423
0,25,1,-0.02249988254740871
1,24,1,-0.03062849577526737
1,33,1,-0.03168874967455328
1,26,1,-0.03239558560741056
1,20,1,-0.03310242154026783
0,31,1,-0.03875710900312603
0,41,1,-0.039817362902411946
0,31,1,-0.04264470663384104
0,22,1,-0.04335154256669832
1,27,1,-0.05254040969384289
0,31,1,-0.05572117139170062
0,49,1,-0.05607458935812926
1,26,1,-0.05784167919027245
0,25,1,-0.059255351055987
0,31,1,-0.06066902292170155
0,22,1,-0.063142948686702
0,36,1,-0.06384978461955929
0,28,1,-0.06526345648527383
0,40,1,-0.06597029241813111
0,54,1,-0.06915105411598885
0,30,1,-0.07021130801527475
0,52,1,-0.07303865174670386
0,32,1,-0.0733920697131325
0,33,1,-0.07515915954527569
0,21,1,-0.07692624937741888
0,61,1,-0.07904675717599069
1,45,1,-0.08010701107527661
0,47,1,-0.08611511650456344
0,24,1,-0.08823562430313527
0,33,1,-0.0885890422695639
0,24,1,-0.09353689379956483
1,34,1,-0.09389031176599347
1,25,1,-0.09565740159813665
1,40,1,-0.09671765549742256
0,20,1,-0.0970710734638512
0,28,1,-0.09954499922885167
0,32,1,-0.10378601482599531
0,49,1,-0.10767361245671032
0,32,1,-0.11014753822171079
0,63,1,-0.11014753822171079
1,25,1,-0.11085437415456806
0,63,1,-0.1225171670467131
1,28,1,-0.12322400297957037
1,27,1,-0.12393083891242765
0,34,1,-0.12711160061028537
0,51,1,-0.13241287010671493
0,43,1,-0.13241287010671493
0,29,1,-0.13241287010671493
1,31,1,-0.13630046773742996
0,30,1,-0.13912781146885905
0,36,1,-0.1405414833345736
0,34,1,-0.1451359168981459
0,38,1,-0.15079060436100408
1,33,1,-0.15361794809243318
0,53,1,-0.15361794809243318
0,32,1,-0.1546782019917191
0,27,1,-0.15503161995814774
0,22,1,-0.1564452918238623
0,34,1,-0.15679870979029092
1,26,1,-0.1613931433538632
0,36,1,-0.17199568234672233
1,31,1,-0.17376277217886552
1,24,1,-0.17376277217886552
0,38,1,-0.17482302607815142
0,21,1,-0.1755298620110087
1,26,1,-0.17623669794386598
0,31,1,-0.1772969518431519
0,61,1,-0.17800378777600917
0,36,1,-0.17941745964172373
0,31,1,-0.18047771354100964
1,25,1,-0.1829516393060101
0,29,1,-0.1847187291381533
0,34,1,-0.1847187291381533
0,32,1,-0.18613240100386783
0,35,1,-0.187899490836011
1,57,1,-0.1886063267688683
0,41,1,-0.1924939243995833
0,35,1,-0.19426101423172648
1,20,1,-0.19496785016458376
0,27,1,-0.2027430454260138
1,50,1,-0.20733747898958607
0,35,1,-0.20769089695601473
0,26,1,-0.20839773288887198
0,32,1,-0.20839773288887198
1,29,1,-0.20981140475458654
0,40,1,-0.21087165865387245
0,35,1,-0.21193191255315835
0,32,0,-0.21723318204958791
0,28,1,-0.21829343594887382
0,44,1,-0.22677546714316113
0,29,1,-0.22783572104244704
0,27,1,-0.22854255697530432
1,25,1,-0.22889597494173294
1,28,1,-0.22889597494173294
0,43,1,-0.2303096468074475
0,34,1,-0.23101648274030478
0,46,1,-0.23278357257244797
1,28,1,-0.23631775223673435
1,28,1,-0.23631775223673435
0,65,1,-0.23914509596816344
0,24,1,-0.24303269359887844
0,34,1,-0.244446365464593
0,41,1,-0.24586003733030756
1,21,1,-0.24692029122959347
0,33,1,-0.24904079902816528
0,42,1,-0.24939421699459394
1,55,1,-0.24974763496102256
0,35,1,-0.2511613068267371
0,47,1,-0.25858308412173847
1,32,1,-0.2614104278531676
0,39,1,-0.2617638458195962
0,23,1,-0.26388435361816803
0,41,1,-0.2681253692153117
0,43,1,-0.2695390410810263
1,23,1,-0.27236638481245534
0,51,1,-0.27484031057745584
0,22,1,-0.2783744902417422
0,46,1,-0.2815552519395999
0,25,1,-0.28473601363745765
0,27,1,-0.28544284957031496
0,22,1,-0.2879167753353154
0,43,1,-0.29109753703317315
1,35,1,-0.2942782987310309
0,26,1,-0.29675222449603134
0,53,1,-0.29887273229460315
0,42,1,-0.2992261502610318
1,23,1,-0.30311374789174683
1,25,1,-0.3059410916231759
0,34,1,-0.3080615994217477
0,35,1,-0.3084150173881764
1,26,1,-0.308768435354605
0,33,1,-0.30912185332103365
0,31,1,-0.31194919705246277
0,64,1,-0.31265603298532
1,27,1,-0.3140697048510346
0,50,1,-0.31512995875032046
0,44,1,-0.31689704858246365
0,46,1,-0.3218449001124646
0,33,1,-0.3229051540117505
0,36,1,-0.32325857197817914
0,36,1,-0.3243188258774651
0,36,1,-0.3246722438438937
0,47,1,-0.32502566181032233
0,35,1,-0.3267927516424655
0,30,1,-0.32891325944103733
0,24,1,-0.32997351334032327
0,29,1,-0.3313871852060378
0,32,1,-0.33386111097103827
0,49,1,-0.3359816187696101
1,25,1,-0.3363350367360387
0,27,1,-0.3366884547024674
0,33,1,-0.337041872668896
0,31,1,-0.3381021265681819
1,45,1,-0.3388089625010392
0,39,1,-0.3388089625010392
0,34,1,-0.3391623804674678
0,45,1,-0.34128288826603964
0,52,1,-0.34198972419889695
0,32,1,-0.34764441166175514
0,28,1,-0.348704665561041
1,22,1,-0.348704665561041
1,23,1,-0.3490580835274697
0,42,1,-0.3511785913260415
1,28,1,-0.3529456811581847
0,37,1,-0.3550661889567565
0,54,1,-0.3596606225203288
0,30,1,-0.3628413842181865
1,46,1,-0.36390163811747245
0,57,1,-0.3642550560839011
0,50,1,-0.3646084740503297
1,36,1,-0.365315309983187
0,60,1,-0.36566872794961564
0,33,0,-0.3674358177817588
1,25,1,-0.3674358177817588
0,48,0,-0.369202907613902
0,52,1,-0.36990974354675926
1,20,1,-0.37450417711033157
0,39,1,-0.3752110130431888
0,24,1,-0.3776849388081893
0,43,1,-0.3794520286403325
0,25,1,-0.38015886457318976
0,36,1,-0.38192595440533295
1,33,1,-0.38652038796890525
0,28,1,-0.3918216574653348
0,38,0,-0.3928819113646207
0,24,1,-0.3932353293310494
1,29,1,-0.393588747297478
1,24,1,-0.393588747297478
0,29,1,-0.40065710662605075
0,28,1,-0.4031310323910512
1,23,1,-0.4031310323910512
0,35,1,-0.4034844503574798
1,52,1,-0.4059583761224803
0,25,1,-0.40631179408890894
0,48,1,-0.4073720479881949
1,24,1,-0.4073720479881949
1,27,0,-0.4077254659546235
0,39,0,-0.41019939171962394
0,30,1,-0.41055280968605257
0,37,1,-0.41231989951819575
0,41,1,-0.4137335713839103
0,37,1,-0.4151472432496249
1,23,1,-0.4172677510481967
0,29,1,-0.4172677510481967
0,49,1,-0.4193882588467685
1,34,1,-0.42681003614176993
0,24,1,-0.4275168720746272
1,28,1,-0.4278702900410558
0,33,1,-0.42893054394034175
0,26,0,-0.4299907978396276
0,30,1,-0.4331715595374854
0,33,1,-0.4338783954703426
0,22,1,-0.4352920673360572
0,60,1,-0.437412575134629
1,20,1,-0.437412575134629
0,30,1,-0.4391796649667722
1,37,1,-0.4416535907317727
0,30,1,-0.44306726259748724
0,24,1,-0.44306726259748724
1,61,1,-0.44907536802677406
0,30,1,-0.4519027117582032
0,40,1,-0.4522561297246318
0,21,1,-0.45366980159034637
0,27,1,-0.45508347345606087
0,47,1,-0.45720398125463274
0,35,1,-0.45932448905320455
1,20,1,-0.4596779070196332
0,61,1,-0.46038474295249043
1,42,1,-0.46109157888534774
1,19,1,-0.4621518327846336
1,23,1,-0.4635655046503482
0,31,1,-0.4663928483817773
0,34,1,-0.46886677414677774
0,60,1,-0.4699270280460637
1,31,1,-0.4702804460124923
0,31,1,-0.47098728194534956
0,32,1,-0.47134069991177824
0,35,1,-0.47169411787820686
1,23,1,-0.4720475358446355
0,36,1,-0.47275437177749274
0,23,1,-0.47346120771035005
0,26,1,-0.4748748795760646
1,33,1,-0.47522829754249324
0,30,1,-0.47558171550892187
0,43,1,-0.4759351334753505
0,26,1,-0.4762885514417791
0,31,1,-0.4766419694082078
1,27,1,-0.4780556412739223
0,66,1,-0.4780556412739223
0,37,1,-0.4805295670389228
0,38,0,-0.48123640297178005
0,36,1,-0.48194323890463736
0,35,1,-0.482296656871066
0,40,1,-0.4844171646696378
0,29,1,-0.4844171646696378
0,28,1,-0.4907786880653533
1,29,1,-0.4911321060317819
0,34,1,-0.4918389419646392
1,25,1,-0.4928991958639251
0,32,1,-0.49325261383035374
0,58,1,-0.49360603179678236
0,39,1,-0.493959449763211
1,44,1,-0.4946662856960683
0,23,1,-0.4964333755282115
1,30,1,-0.49961413722606923
1,34,1,-0.5010278090917838
0,36,1,-0.5013812270582124
0,33,1,-0.501734645024641
0,34,1,-0.5031483168903556
1,22,1,-0.5038551528232129
1,34,1,-0.5059756606217847
1,46,1,-0.5073893324874993
1,25,1,-0.5084495863867852
0,37,1,-0.5091564223196424
0,46,1,-0.5123371840175002
0,30,1,-0.5123371840175002
0,30,1,-0.5151645277489293
1,28,1,-0.5162247816482152
1,22,1,-0.5190521253796443
0,24,1,-0.522232887077502
0,44,1,-0.5225863050439307
1,48,1,-0.5225863050439307
0,28,1,-0.525060230808931
1,26,1,-0.5307149182717893
1,58,1,-0.5349559338689329
0,24,1,-0.5356627698017902
0,21,1,-0.5384901135332193
0,24,0,-0.5388435314996479
0,48,1,-0.5388435314996479
0,45,1,-0.5434379650632203
1,31,1,-0.546618726761078
0,34,1,-0.546618726761078
0,30,1,-0.5469721447275067
1,26,1,-0.5473255626939353
0,36,1,-0.5512131603246503
0,35,1,-0.5657032969482244
1,29,1,-0.569944312545368
1,22,1,-0.5710045664446539
0,27,1,-0.5745387461089403
0,63,1,-0.574892164075369
0,40,1,-0.574892164075369
1,30,1,-0.5876152108667999
1,55,1,-0.5886754647660858
0,30,1,-0.5900891366318004
0,54,1,-0.5911493905310863
0,34,1,-0.5946835701953727
0,40,1,-0.5957438240946585
0,40,0,-0.5968040779939445
1,35,0,-0.5975109139268018
0,46,1,-0.5985711678260877
0,51,1,-0.5985711678260877
1,36,1,-0.6010450935910882
1,20,1,-0.60316560138966
0,50,1,-0.6042258552889459
1,24,1,-0.6042258552889459
0,34,1,-0.6042258552889459
0,50,1,-0.6049326912218032
1,22,1,-0.605992945121089
1,23,1,-0.6063463630875177
0,32,1,-0.6074066169868036
0,24,1,-0.6091737068189468
0,44,1,-0.6091737068189468
0,55,1,-0.6102339607182328
1,24,1,-0.6130613044496618
0,35,1,-0.6137681403825191
1,38,1,-0.614828394281805
0,50,1,-0.614828394281805
0,31,0,-0.614828394281805
0,36,1,-0.6151818122482337
0,43,1,-0.6169489020803768
1,34,1,-0.6169489020803768
0,33,1,-0.6173023200468055
0,42,1,-0.6173023200468055
0,32,1,-0.6176557380132341
1,31,1,-0.6180091559796628
0,23,1,-0.6180091559796628
1,56,1,-0.6194228278453773
0,66,1,-0.6201296637782345
1,43,1,-0.6204830817446632
0,63,1,-0.6215433356439491
0,31,1,-0.6229570075096637
0,22,1,-0.6236638434425209
0,61,1,-0.6243706793753783
0,32,1,-0.62649118717395
0,41,1,-0.6293185309053791
1,34,1,-0.6296719488718078
1,23,1,-0.6307322027710937
0,38,1,-0.631439038703951
0,42,1,-0.6317924566703796
1,34,1,-0.6332061285360941
0,29,0,-0.6346198004018087
0,25,1,-0.635326636334666
0,33,1,-0.6356800543010946
0,44,1,-0.6360334722675233
0,41,1,-0.6363868902339519
0,33,1,-0.6370937261668091
0,66,1,-0.6370937261668091
0,39,1,-0.638153980066095
0,22,1,-0.6388608159989524
1,33,1,-0.6388608159989524
0,35,1,-0.6395676519318096
1,43,1,-0.6438086675289533
1,26,1,-0.6452223393946678
1,23,1,-0.6459291753275251
0,49,1,-0.6462825932939538
0,32,1,-0.6480496831260969
0,42,1,-0.6487565190589542
0,23,1,-0.6487565190589542
0,31,1,-0.6491099370253829
1,27,1,-0.6491099370253829
0,29,1,-0.6526441166896693
1,25,1,-0.6526441166896693
1,55,1,-0.6554714604210983
0,26,1,-0.6561782963539556
0,28,1,-0.6568851322868129
0,27,1,-0.6590056400853846
0,35,1,-0.6600658939846706
0,35,0,-0.6600658939846706
0,55,0,-0.6607727299175279
0,54,1,-0.6614795658503851
1,29,1,-0.6614795658503851
0,33,0,-0.6614795658503851
0,31,1,-0.6614795658503851
1,64,1,-0.6628932377160996
1,28,1,-0.6632466556825284
0,31,1,-0.6639534916153856
1,37,1,-0.6646603275482429
0,26,1,-0.6671342533132434
0,47,1,-0.667487671279672
1,35,1,-0.6678410892461006
1,47,1,-0.6678410892461006
1,35,1,-0.6689013431453865
0,27,1,-0.6692547611118151
0,40,1,-0.6696081790782438
1,28,1,-0.6696081790782438
1,26,1,-0.6706684329775298
1,26,1,-0.6710218509439584
1,25,1,-0.671375268910387
1,28,1,-0.6742026126418161
0,36,1,-0.6749094485746734
0,40,1,-0.675262866541102
0,36,1,-0.6766765384068165
1,25,1,-0.6770299563732451
1,75,1,-0.6773833743396739
0,59,1,-0.6787970462053884
0,31,1,-0.6787970462053884
1,22,1,-0.6787970462053884
1,64,1,-0.679150464171817
0,37,1,-0.6798573001046743
0,40,0,-0.6816243899368175
0,26,1,-0.6826846438361034
0,27,1,-0.6837448977353893
1,23,1,-0.6851585696011039
0,43,1,-0.6851585696011039
0,43,1,-0.6855119875675325
0,46,0,-0.6862188235003898
0,42,1,-0.6862188235003898
0,34,1,-0.6883393312989616
0,22,1,-0.6897530031646761
0,62,1,-0.6897530031646761
0,26,1,-0.6897530031646761
0,26,1,-0.6925803468961053
1,40,1,-0.6929337648625339
0,54,1,-0.6932871828289625
0,28,1,-0.6932871828289625
0,47,1,-0.6943474367282484
0,38,1,-0.695761108593963
0,20,1,-0.6968213624932489
0,32,1,-0.6971747804596775
0,27,1,-0.698588452325392
0,45,1,-0.6992952882582494
1,27,1,-0.7003555421575353
1,37,1,-0.7007089601239639
0,23,1,-0.7010623780903925
1,32,1,-0.7014157960568211
1,25,1,-0.7024760499561071
0,74,0,-0.7024760499561071
1,32,1,-0.7028294679225358
1,25,1,-0.7031828858889644
0,36,1,-0.7038897218218216
1,35,1,-0.7042431397882503
0,36,1,-0.7045965577546789
0,21,1,-0.7045965577546789
0,48,0,-0.7053033936875361
0,45,0,-0.7056568116539648
1,20,1,-0.7070704835196794
1,24,1,-0.7084841553853939
0,39,1,-0.7091909913182511
1,23,1,-0.7098978272511085
1,37,1,-0.7102512452175371
1,57,1,-0.7106046631839658
0,25,1,-0.711311499116823
0,25,1,-0.7120183350496803
0,57,1,-0.7130785889489663
0,36,1,-0.7130785889489663
0,49,1,-0.7134320069153949
0,25,1,-0.7144922608146808
0,28,1,-0.715199096747538
0,23,1,-0.7155525147139666
0,61,1,-0.7162593506468239
1,22,1,-0.7162593506468239
0,33,1,-0.7176730225125385
0,61,1,-0.7197935303111103
1,57,1,-0.720146948277539
1,41,1,-0.7212072021768249
1,48,1,-0.7212072021768249
1,38,1,-0.7215606201432535
1,24,1,-0.724034545908254
1,23,1,-0.7250947998075399
1,27,1,-0.7254482177739685
0,32,0,-0.7254482177739685
0,36,1,-0.7258016357403971
0,50,1,-0.7258016357403971
1,24,1,-0.7261550537068258
0,38,1,-0.7261550537068258
0,46,1,-0.726861889639683
0,37,1,-0.7272153076061117
0,47,1,-0.727922143538969
1,23,1,-0.7286289794718263
0,30,1,-0.7289823974382549
1,24,1,-0.7296892333711121
0,47,1,-0.7300426513375408
0,27,1,-0.7311029052368268
0,60,1,-0.7314563232032554
0,26,1,-0.7314563232032554
1,25,1,-0.7339302489682558
1,29,1,-0.7349905028675418
0,47,1,-0.7353439208339704
1,23,1,-0.7360507567668276
1,39,1,-0.7360507567668276
0,43,1,-0.7364041747332563
1,67,1,-0.7367575926996849
0,35,0,-0.7371110106661135
1,55,1,-0.7381712645653995
1,35,1,-0.7381712645653995
1,27,1,-0.7417054442296859
0,68,1,-0.7438259520282576
0,29,1,-0.7452396238939722
0,27,1,-0.747360131692544
0,44,1,-0.7494806394911159
0,51,1,-0.7494806394911159
0,26,1,-0.7505408933904018
0,40,1,-0.7508943113568304
0,37,1,-0.752307983222545
0,46,1,-0.752307983222545
1,57,1,-0.7537216550882595
0,32,1,-0.7586695066182604
0,25,1,-0.7590229245846891
1,33,1,-0.7590229245846891
1,21,1,-0.7607900144168322
0,49,1,-0.7618502683161181
1,29,1,-0.7636173581482614
1,26,1,-0.7643241940811186
0,28,1,-0.7682117917118336
0,20,1,-0.7689186276446909
0,29,0,-0.7696254635775482
1,65,1,-0.7710391354432627
0,27,1,-0.7713925534096914
1,49,1,-0.7738664791746919
0,48,1,-0.7777540768054069
0,27,1,-0.7777540768054069
0,26,0,-0.7802280025704074
0,28,1,-0.7837621822346937
0,30,1,-0.7837621822346937
1,30,1,-0.7858826900332655
0,27,0,-0.7872963618989801
1,21,1,-0.7876497798654087
1,33,1,-0.7894168696975519
0,23,1,-0.7901237056304091
0,35,1,-0.7915373774961237
1,50,1,-0.7915373774961237
0,39,1,-0.7929510493618382
0,49,1,-0.7936578852946955
0,48,1,-0.7943647212275529
1,36,1,-0.7950715571604101
0,25,1,-0.8024933344554115
0,22,1,-0.803907006321126
1,23,1,-0.8081480219182696
1,19,1,-0.812742455481842
1,23,1,-0.8134492914146992
0,25,1,-0.8145095453139851
0,35,1,-0.8148629632804137
1,30,1,-0.8198108148104147
0,38,1,-0.8201642327768434
0,47,1,-0.8208710687097006
1,29,0,-0.8219313226089865
0,33,1,-0.8226381585418439
1,27,1,-0.8240518304075584
0,27,1,-0.8254655022732729
0,28,1,-0.8272325921054161
0,31,1,-0.8275860100718447
0,52,1,-0.8300599358368452
0,36,1,-0.8300599358368452
0,65,1,-0.8311201897361311
